type,crm,local_id,uri
object,E22_Human-Made_Object,gnd-4509278-3,https://hwgw.uzh.ch/built_work/gnd-4509278-3
object,E22_Human-Made_Object,gnd-4509493-7,https://hwgw.uzh.ch/built_work/gnd-4509493-7
object,E22_Human-Made_Object,gnd-4510098-6,https://hwgw.uzh.ch/built_work/gnd-4510098-6
object,E22_Human-Made_Object,gnd-4524588-5,https://hwgw.uzh.ch/artwork/gnd-4524588-5
object,E22_Human-Made_Object,gnd-4526460-0,https://hwgw.uzh.ch/built_work/gnd-4526460-0
object,E22_Human-Made_Object,gnd-4527305-4,https://hwgw.uzh.ch/built_work/gnd-4527305-4
object,E22_Human-Made_Object,gnd-4535840-0,https://hwgw.uzh.ch/artwork/gnd-4535840-0
object,E22_Human-Made_Object,gnd-4540686-8,https://hwgw.uzh.ch/built_work/gnd-4540686-8
object,E22_Human-Made_Object,gnd-4542456-1,https://hwgw.uzh.ch/built_work/gnd-4542456-1
object,E22_Human-Made_Object,gnd-4543874-2,https://hwgw.uzh.ch/built_work/gnd-4543874-2
object,E22_Human-Made_Object,gnd-4546601-4,https://hwgw.uzh.ch/built_work/gnd-4546601-4
object,E22_Human-Made_Object,gnd-4548083-7,https://hwgw.uzh.ch/artwork/gnd-4548083-7
object,E22_Human-Made_Object,gnd-4550164-6,https://hwgw.uzh.ch/artwork/gnd-4550164-6
object,E22_Human-Made_Object,gnd-4551503-7,https://hwgw.uzh.ch/built_work/gnd-4551503-7
object,E22_Human-Made_Object,gnd-4554535-2,https://hwgw.uzh.ch/artwork/gnd-4554535-2
object,E22_Human-Made_Object,gnd-4561515-9,https://hwgw.uzh.ch/artwork/gnd-4561515-9
object,E22_Human-Made_Object,gnd-4562218-8,https://hwgw.uzh.ch/artwork/gnd-4562218-8
object,E22_Human-Made_Object,gnd-4567910-1,https://hwgw.uzh.ch/artwork/gnd-4567910-1
object,E22_Human-Made_Object,gnd-4569239-7,https://hwgw.uzh.ch/artwork/gnd-4569239-7
object,E22_Human-Made_Object,gnd-4569365-1,https://hwgw.uzh.ch/built_work/gnd-4569365-1
object,E22_Human-Made_Object,gnd-4571913-5,https://hwgw.uzh.ch/artwork/gnd-4571913-5
object,E22_Human-Made_Object,gnd-4575901-7,https://hwgw.uzh.ch/built_work/gnd-4575901-7
object,E22_Human-Made_Object,gnd-4580180-0,https://hwgw.uzh.ch/built_work/gnd-4580180-0
object,E22_Human-Made_Object,gnd-4582572-5,https://hwgw.uzh.ch/built_work/gnd-4582572-5
object,E22_Human-Made_Object,gnd-4582806-4,https://hwgw.uzh.ch/built_work/gnd-4582806-4
object,E22_Human-Made_Object,gnd-4583454-4,https://hwgw.uzh.ch/built_work/gnd-4583454-4
object,E22_Human-Made_Object,gnd-4594031-9,https://hwgw.uzh.ch/built_work/gnd-4594031-9
object,E22_Human-Made_Object,gnd-4595875-0,https://hwgw.uzh.ch/built_work/gnd-4595875-0
object,E22_Human-Made_Object,gnd-4597779-3,https://hwgw.uzh.ch/built_work/gnd-4597779-3
object,E22_Human-Made_Object,gnd-4606290-7,https://hwgw.uzh.ch/artwork/gnd-4606290-7
object,E22_Human-Made_Object,gnd-4606292-0,https://hwgw.uzh.ch/artwork/gnd-4606292-0
object,E22_Human-Made_Object,gnd-4606294-4,https://hwgw.uzh.ch/artwork/gnd-4606294-4
object,E22_Human-Made_Object,gnd-4606584-2,https://hwgw.uzh.ch/built_work/gnd-4606584-2
object,E22_Human-Made_Object,gnd-4607026-6,https://hwgw.uzh.ch/built_work/gnd-4607026-6
object,E22_Human-Made_Object,gnd-4617857-0,https://hwgw.uzh.ch/artwork/gnd-4617857-0
object,E22_Human-Made_Object,gnd-4618325-5,https://hwgw.uzh.ch/built_work/gnd-4618325-5
object,E22_Human-Made_Object,gnd-4623953-4,https://hwgw.uzh.ch/artwork/gnd-4623953-4
object,E22_Human-Made_Object,gnd-4624775-0,https://hwgw.uzh.ch/built_work/gnd-4624775-0
object,E22_Human-Made_Object,gnd-4631402-7,https://hwgw.uzh.ch/artwork/gnd-4631402-7
object,E22_Human-Made_Object,gnd-4634816-5,https://hwgw.uzh.ch/built_work/gnd-4634816-5
object,E22_Human-Made_Object,gnd-4639768-1,https://hwgw.uzh.ch/artwork/gnd-4639768-1
object,E22_Human-Made_Object,gnd-4642313-8,https://hwgw.uzh.ch/artwork/gnd-4642313-8
object,E22_Human-Made_Object,gnd-4645444-5,https://hwgw.uzh.ch/artwork/gnd-4645444-5
object,E22_Human-Made_Object,gnd-4651986-5,https://hwgw.uzh.ch/built_work/gnd-4651986-5
object,E22_Human-Made_Object,gnd-4652182-3,https://hwgw.uzh.ch/built_work/gnd-4652182-3
object,E22_Human-Made_Object,gnd-4652334-0,https://hwgw.uzh.ch/built_work/gnd-4652334-0
object,E22_Human-Made_Object,gnd-4654037-4,https://hwgw.uzh.ch/built_work/gnd-4654037-4
object,E22_Human-Made_Object,gnd-4655868-8,https://hwgw.uzh.ch/built_work/gnd-4655868-8
object,E22_Human-Made_Object,gnd-4659568-5,https://hwgw.uzh.ch/artwork/gnd-4659568-5
object,E22_Human-Made_Object,gnd-4660403-0,https://hwgw.uzh.ch/artwork/gnd-4660403-0
object,E22_Human-Made_Object,gnd-4662064-3,https://hwgw.uzh.ch/artwork/gnd-4662064-3
object,E22_Human-Made_Object,gnd-4666849-4,https://hwgw.uzh.ch/built_work/gnd-4666849-4
object,E22_Human-Made_Object,gnd-4668252-1,https://hwgw.uzh.ch/artwork/gnd-4668252-1
object,E22_Human-Made_Object,gnd-4668321-5,https://hwgw.uzh.ch/artwork/gnd-4668321-5
object,E22_Human-Made_Object,gnd-4670589-2,https://hwgw.uzh.ch/built_work/gnd-4670589-2
object,E22_Human-Made_Object,gnd-4674644-4,https://hwgw.uzh.ch/artwork/gnd-4674644-4
object,E22_Human-Made_Object,gnd-4678065-8,https://hwgw.uzh.ch/artwork/gnd-4678065-8
object,E22_Human-Made_Object,gnd-4678242-4,https://hwgw.uzh.ch/artwork/gnd-4678242-4
object,E22_Human-Made_Object,gnd-4678465-2,https://hwgw.uzh.ch/built_work/gnd-4678465-2
object,E22_Human-Made_Object,gnd-4679497-9,https://hwgw.uzh.ch/built_work/gnd-4679497-9
object,E22_Human-Made_Object,gnd-4679498-0,https://hwgw.uzh.ch/built_work/gnd-4679498-0
object,E22_Human-Made_Object,gnd-4682423-6,https://hwgw.uzh.ch/built_work/gnd-4682423-6
object,E22_Human-Made_Object,gnd-4684203-2,https://hwgw.uzh.ch/built_work/gnd-4684203-2
object,E22_Human-Made_Object,gnd-4684528-8,https://hwgw.uzh.ch/built_work/gnd-4684528-8
object,E22_Human-Made_Object,gnd-4685344-3,https://hwgw.uzh.ch/artwork/gnd-4685344-3
object,E22_Human-Made_Object,gnd-4685772-2,https://hwgw.uzh.ch/built_work/gnd-4685772-2
object,E22_Human-Made_Object,gnd-4686309-6,https://hwgw.uzh.ch/artwork/gnd-4686309-6
object,E22_Human-Made_Object,gnd-4687989-4,https://hwgw.uzh.ch/built_work/gnd-4687989-4
object,E22_Human-Made_Object,gnd-4688000-8,https://hwgw.uzh.ch/built_work/gnd-4688000-8
object,E22_Human-Made_Object,gnd-4693362-1,https://hwgw.uzh.ch/artwork/gnd-4693362-1
object,E22_Human-Made_Object,gnd-4694821-1,https://hwgw.uzh.ch/built_work/gnd-4694821-1
object,E22_Human-Made_Object,gnd-4698300-4,https://hwgw.uzh.ch/built_work/gnd-4698300-4
object,E22_Human-Made_Object,gnd-4700918-4,https://hwgw.uzh.ch/artwork/gnd-4700918-4
object,E22_Human-Made_Object,gnd-4704552-8,https://hwgw.uzh.ch/built_work/gnd-4704552-8
object,E22_Human-Made_Object,gnd-4709922-7,https://hwgw.uzh.ch/built_work/gnd-4709922-7
object,E22_Human-Made_Object,gnd-4712596-2,https://hwgw.uzh.ch/built_work/gnd-4712596-2
object,E22_Human-Made_Object,gnd-4714400-2,https://hwgw.uzh.ch/artwork/gnd-4714400-2
object,E22_Human-Made_Object,gnd-4716285-5,https://hwgw.uzh.ch/built_work/gnd-4716285-5
object,E22_Human-Made_Object,gnd-4716403-7,https://hwgw.uzh.ch/built_work/gnd-4716403-7
object,E22_Human-Made_Object,gnd-4719034-6,https://hwgw.uzh.ch/artwork/gnd-4719034-6
object,E22_Human-Made_Object,gnd-4720816-8,https://hwgw.uzh.ch/built_work/gnd-4720816-8
object,E22_Human-Made_Object,gnd-4722577-4,https://hwgw.uzh.ch/built_work/gnd-4722577-4
object,E22_Human-Made_Object,gnd-4723013-7,https://hwgw.uzh.ch/artwork/gnd-4723013-7
object,E22_Human-Made_Object,gnd-4723761-2,https://hwgw.uzh.ch/built_work/gnd-4723761-2
object,E22_Human-Made_Object,gnd-4731334-1,https://hwgw.uzh.ch/artwork/gnd-4731334-1
object,E22_Human-Made_Object,gnd-4735860-9,https://hwgw.uzh.ch/built_work/gnd-4735860-9
object,E22_Human-Made_Object,gnd-4737229-1,https://hwgw.uzh.ch/artwork/gnd-4737229-1
object,E22_Human-Made_Object,gnd-4739618-0,https://hwgw.uzh.ch/built_work/gnd-4739618-0
object,E22_Human-Made_Object,gnd-4739750-0,https://hwgw.uzh.ch/artwork/gnd-4739750-0
object,E22_Human-Made_Object,gnd-4740861-3,https://hwgw.uzh.ch/built_work/gnd-4740861-3
object,E22_Human-Made_Object,gnd-4745320-5,https://hwgw.uzh.ch/built_work/gnd-4745320-5
object,E22_Human-Made_Object,gnd-4748080-4,https://hwgw.uzh.ch/built_work/gnd-4748080-4
object,E22_Human-Made_Object,gnd-4759192-4,https://hwgw.uzh.ch/built_work/gnd-4759192-4
object,E22_Human-Made_Object,gnd-4759565-6,https://hwgw.uzh.ch/built_work/gnd-4759565-6
object,E22_Human-Made_Object,gnd-4767635-8,https://hwgw.uzh.ch/built_work/gnd-4767635-8
object,E22_Human-Made_Object,gnd-4767855-0,https://hwgw.uzh.ch/artwork/gnd-4767855-0
object,E22_Human-Made_Object,gnd-4769364-2,https://hwgw.uzh.ch/built_work/gnd-4769364-2
object,E22_Human-Made_Object,gnd-4771143-7,https://hwgw.uzh.ch/built_work/gnd-4771143-7
object,E22_Human-Made_Object,gnd-4772915-6,https://hwgw.uzh.ch/artwork/gnd-4772915-6
object,E22_Human-Made_Object,gnd-4774875-8,https://hwgw.uzh.ch/artwork/gnd-4774875-8
object,E22_Human-Made_Object,gnd-4775068-6,https://hwgw.uzh.ch/built_work/gnd-4775068-6
object,E22_Human-Made_Object,gnd-4776354-1,https://hwgw.uzh.ch/built_work/gnd-4776354-1
object,E22_Human-Made_Object,gnd-4779215-2,https://hwgw.uzh.ch/built_work/gnd-4779215-2
object,E22_Human-Made_Object,gnd-4782362-8,https://hwgw.uzh.ch/built_work/gnd-4782362-8
object,E22_Human-Made_Object,gnd-4782961-8,https://hwgw.uzh.ch/artwork/gnd-4782961-8
object,E22_Human-Made_Object,gnd-4785014-0,https://hwgw.uzh.ch/artwork/gnd-4785014-0
object,E22_Human-Made_Object,gnd-4785163-6,https://hwgw.uzh.ch/artwork/gnd-4785163-6
object,E22_Human-Made_Object,gnd-4788359-5,https://hwgw.uzh.ch/artwork/gnd-4788359-5
object,E22_Human-Made_Object,gnd-4793031-7,https://hwgw.uzh.ch/artwork/gnd-4793031-7
object,E22_Human-Made_Object,gnd-4793033-0,https://hwgw.uzh.ch/artwork/gnd-4793033-0
object,E22_Human-Made_Object,gnd-4798710-8,https://hwgw.uzh.ch/artwork/gnd-4798710-8
object,E22_Human-Made_Object,gnd-4810297-0,https://hwgw.uzh.ch/built_work/gnd-4810297-0
object,E22_Human-Made_Object,gnd-4815090-3,https://hwgw.uzh.ch/built_work/gnd-4815090-3
object,E22_Human-Made_Object,gnd-4823245-2,https://hwgw.uzh.ch/built_work/gnd-4823245-2
object,E22_Human-Made_Object,gnd-4835020-5,https://hwgw.uzh.ch/built_work/gnd-4835020-5
object,E22_Human-Made_Object,gnd-4836145-8,https://hwgw.uzh.ch/artwork/gnd-4836145-8
object,E22_Human-Made_Object,gnd-4948909-4,https://hwgw.uzh.ch/built_work/gnd-4948909-4
object,E22_Human-Made_Object,gnd-7512988-7,https://hwgw.uzh.ch/artwork/gnd-7512988-7
object,E22_Human-Made_Object,gnd-7518802-8,https://hwgw.uzh.ch/built_work/gnd-7518802-8
object,E22_Human-Made_Object,gnd-7521591-3,https://hwgw.uzh.ch/built_work/gnd-7521591-3
object,E22_Human-Made_Object,gnd-7529944-6,https://hwgw.uzh.ch/artwork/gnd-7529944-6
object,E22_Human-Made_Object,gnd-7533809-9,https://hwgw.uzh.ch/built_work/gnd-7533809-9
object,E22_Human-Made_Object,gnd-7541303-6,https://hwgw.uzh.ch/artwork/gnd-7541303-6
object,E22_Human-Made_Object,gnd-7544793-9,https://hwgw.uzh.ch/artwork/gnd-7544793-9
object,E22_Human-Made_Object,gnd-7546543-7,https://hwgw.uzh.ch/artwork/gnd-7546543-7
object,E22_Human-Made_Object,gnd-7553122-7,https://hwgw.uzh.ch/artwork/gnd-7553122-7
object,E22_Human-Made_Object,gnd-7557795-1,https://hwgw.uzh.ch/built_work/gnd-7557795-1
object,E22_Human-Made_Object,gnd-7564639-0,https://hwgw.uzh.ch/built_work/gnd-7564639-0
object,E22_Human-Made_Object,gnd-7583477-7,https://hwgw.uzh.ch/built_work/gnd-7583477-7
object,E22_Human-Made_Object,gnd-7583505-8,https://hwgw.uzh.ch/artwork/gnd-7583505-8
object,E22_Human-Made_Object,gnd-7583512-5,https://hwgw.uzh.ch/artwork/gnd-7583512-5
object,E22_Human-Made_Object,gnd-7587086-1,https://hwgw.uzh.ch/artwork/gnd-7587086-1
object,E22_Human-Made_Object,gnd-7591309-4,https://hwgw.uzh.ch/built_work/gnd-7591309-4
object,E22_Human-Made_Object,gnd-7592492-4,https://hwgw.uzh.ch/built_work/gnd-7592492-4
object,E22_Human-Made_Object,gnd-7592745-7,https://hwgw.uzh.ch/built_work/gnd-7592745-7
object,E22_Human-Made_Object,gnd-7593584-3,https://hwgw.uzh.ch/artwork/gnd-7593584-3
object,E22_Human-Made_Object,gnd-7594056-5,https://hwgw.uzh.ch/built_work/gnd-7594056-5
object,E22_Human-Made_Object,gnd-7605581-4,https://hwgw.uzh.ch/built_work/gnd-7605581-4
object,E22_Human-Made_Object,gnd-7618800-0,https://hwgw.uzh.ch/artwork/gnd-7618800-0
object,E22_Human-Made_Object,gnd-7618995-8,https://hwgw.uzh.ch/built_work/gnd-7618995-8
object,E22_Human-Made_Object,gnd-7620140-5,https://hwgw.uzh.ch/artwork/gnd-7620140-5
object,E22_Human-Made_Object,gnd-7622583-5,https://hwgw.uzh.ch/built_work/gnd-7622583-5
object,E22_Human-Made_Object,gnd-7623151-3,https://hwgw.uzh.ch/built_work/gnd-7623151-3
object,E22_Human-Made_Object,gnd-7623161-6,https://hwgw.uzh.ch/artwork/gnd-7623161-6
object,E22_Human-Made_Object,gnd-7623519-1,https://hwgw.uzh.ch/built_work/gnd-7623519-1
object,E22_Human-Made_Object,gnd-7625853-1,https://hwgw.uzh.ch/artwork/gnd-7625853-1
object,E22_Human-Made_Object,gnd-7627754-9,https://hwgw.uzh.ch/built_work/gnd-7627754-9
object,E22_Human-Made_Object,gnd-7638631-4,https://hwgw.uzh.ch/artwork/gnd-7638631-4
object,E22_Human-Made_Object,gnd-7648916-4,https://hwgw.uzh.ch/artwork/gnd-7648916-4
object,E22_Human-Made_Object,gnd-7654237-3,https://hwgw.uzh.ch/built_work/gnd-7654237-3
object,E22_Human-Made_Object,gnd-7660154-7,https://hwgw.uzh.ch/artwork/gnd-7660154-7
object,E22_Human-Made_Object,gnd-7668282-1,https://hwgw.uzh.ch/artwork/gnd-7668282-1
object,E22_Human-Made_Object,gnd-7668493-3,https://hwgw.uzh.ch/artwork/gnd-7668493-3
object,E22_Human-Made_Object,gnd-7668985-2,https://hwgw.uzh.ch/artwork/gnd-7668985-2
object,E22_Human-Made_Object,gnd-7669892-0,https://hwgw.uzh.ch/artwork/gnd-7669892-0
object,E22_Human-Made_Object,gnd-7678465-4,https://hwgw.uzh.ch/built_work/gnd-7678465-4
object,E22_Human-Made_Object,gnd-7678473-3,https://hwgw.uzh.ch/built_work/gnd-7678473-3
object,E22_Human-Made_Object,gnd-7678950-0,https://hwgw.uzh.ch/built_work/gnd-7678950-0
object,E22_Human-Made_Object,gnd-7679390-4,https://hwgw.uzh.ch/built_work/gnd-7679390-4
object,E22_Human-Made_Object,gnd-7679433-7,https://hwgw.uzh.ch/built_work/gnd-7679433-7
object,E22_Human-Made_Object,gnd-7679444-1,https://hwgw.uzh.ch/built_work/gnd-7679444-1
object,E22_Human-Made_Object,gnd-7679494-5,https://hwgw.uzh.ch/built_work/gnd-7679494-5
object,E22_Human-Made_Object,gnd-7680008-8,https://hwgw.uzh.ch/built_work/gnd-7680008-8
object,E22_Human-Made_Object,gnd-7680045-3,https://hwgw.uzh.ch/artwork/gnd-7680045-3
object,E22_Human-Made_Object,gnd-7680726-5,https://hwgw.uzh.ch/built_work/gnd-7680726-5
object,E22_Human-Made_Object,gnd-7680727-7,https://hwgw.uzh.ch/built_work/gnd-7680727-7
object,E22_Human-Made_Object,gnd-7681769-6,https://hwgw.uzh.ch/artwork/gnd-7681769-6
object,E22_Human-Made_Object,gnd-7683250-8,https://hwgw.uzh.ch/built_work/gnd-7683250-8
object,E22_Human-Made_Object,gnd-7685878-9,https://hwgw.uzh.ch/built_work/gnd-7685878-9
object,E22_Human-Made_Object,gnd-7687816-8,https://hwgw.uzh.ch/built_work/gnd-7687816-8
object,E22_Human-Made_Object,gnd-7687822-3,https://hwgw.uzh.ch/built_work/gnd-7687822-3
object,E22_Human-Made_Object,gnd-7689943-3,https://hwgw.uzh.ch/built_work/gnd-7689943-3
object,E22_Human-Made_Object,gnd-7690102-6,https://hwgw.uzh.ch/built_work/gnd-7690102-6
object,E22_Human-Made_Object,gnd-7690119-1,https://hwgw.uzh.ch/built_work/gnd-7690119-1
object,E22_Human-Made_Object,gnd-7690122-1,https://hwgw.uzh.ch/built_work/gnd-7690122-1
object,E22_Human-Made_Object,gnd-7690902-5,https://hwgw.uzh.ch/built_work/gnd-7690902-5
object,E22_Human-Made_Object,gnd-7690907-4,https://hwgw.uzh.ch/built_work/gnd-7690907-4
object,E22_Human-Made_Object,gnd-7693946-7,https://hwgw.uzh.ch/artwork/gnd-7693946-7
object,E22_Human-Made_Object,gnd-7698470-9,https://hwgw.uzh.ch/built_work/gnd-7698470-9
object,E22_Human-Made_Object,gnd-7699433-8,https://hwgw.uzh.ch/built_work/gnd-7699433-8
object,E22_Human-Made_Object,gnd-7703247-0,https://hwgw.uzh.ch/artwork/gnd-7703247-0
object,E22_Human-Made_Object,gnd-7704254-2,https://hwgw.uzh.ch/artwork/gnd-7704254-2
object,E22_Human-Made_Object,gnd-7707051-3,https://hwgw.uzh.ch/built_work/gnd-7707051-3
object,E22_Human-Made_Object,gnd-7710615-5,https://hwgw.uzh.ch/built_work/gnd-7710615-5
object,E22_Human-Made_Object,gnd-7721080-3,https://hwgw.uzh.ch/built_work/gnd-7721080-3
object,E22_Human-Made_Object,gnd-7723865-5,https://hwgw.uzh.ch/built_work/gnd-7723865-5
object,E22_Human-Made_Object,gnd-7726168-9,https://hwgw.uzh.ch/built_work/gnd-7726168-9
object,E22_Human-Made_Object,gnd-7738447-7,https://hwgw.uzh.ch/artwork/gnd-7738447-7
object,E22_Human-Made_Object,gnd-7740874-3,https://hwgw.uzh.ch/artwork/gnd-7740874-3
object,E22_Human-Made_Object,gnd-7786747-6,https://hwgw.uzh.ch/built_work/gnd-7786747-6
object,E22_Human-Made_Object,gnd-7786898-5,https://hwgw.uzh.ch/built_work/gnd-7786898-5
object,E22_Human-Made_Object,gnd-7794619-4,https://hwgw.uzh.ch/built_work/gnd-7794619-4
object,E22_Human-Made_Object,gnd-7859513-7,https://hwgw.uzh.ch/artwork/gnd-7859513-7
object,E22_Human-Made_Object,object-4075796-1-Eselswunder,https://hwgw.uzh.ch/artwork/object-4075796-1-Eselswunder
object,E22_Human-Made_Object,object-4204453-4-Apostel-Paulus,https://hwgw.uzh.ch/artwork/object-4204453-4-Apostel-Paulus
object,E22_Human-Made_Object,object-4204453-4-Epitaph-Lorenz-Tucher,https://hwgw.uzh.ch/artwork/object-4204453-4-Epitaph-Lorenz-Tucher
object,E22_Human-Made_Object,object-4224096-7-Langhaus-Nordwand,https://hwgw.uzh.ch/built_work/object-4224096-7-Langhaus-Nordwand
object,E22_Human-Made_Object,object-4258895-9-facade,https://hwgw.uzh.ch/built_work/object-4258895-9-facade
object,E22_Human-Made_Object,object-4331275-5-Epitaph-Bischof-Johann-IV-Roth,https://hwgw.uzh.ch/artwork/object-4331275-5-Epitaph-Bischof-Johann-IV-Roth
object,E22_Human-Made_Object,object-4359256-9-noerdliches-Nebenschiff,https://hwgw.uzh.ch/built_work/object-4359256-9-noerdliches-Nebenschiff
object,E22_Human-Made_Object,object-4382425-0-Mariae-Himmelfahrt,https://hwgw.uzh.ch/artwork/object-4382425-0-Mariae-Himmelfahrt
object,E22_Human-Made_Object,object-4401856-3-Auferstehung,https://hwgw.uzh.ch/artwork/object-4401856-3-Auferstehung
object,E22_Human-Made_Object,object-4401856-3-Bartholomaeus-Jakobus,https://hwgw.uzh.ch/artwork/object-4401856-3-Bartholomaeus-Jakobus
object,E22_Human-Made_Object,object-4401856-3-Geburt,https://hwgw.uzh.ch/artwork/object-4401856-3-Geburt
object,E22_Human-Made_Object,object-4401856-3-Kreuzabnahme,https://hwgw.uzh.ch/artwork/object-4401856-3-Kreuzabnahme
object,E22_Human-Made_Object,object-4401856-3-Kreuzigung,https://hwgw.uzh.ch/artwork/object-4401856-3-Kreuzigung
object,E22_Human-Made_Object,object-4401856-3-Michael,https://hwgw.uzh.ch/artwork/object-4401856-3-Michael
object,E22_Human-Made_Object,object-4401856-3-Oelberg,https://hwgw.uzh.ch/artwork/object-4401856-3-Oelberg
object,E22_Human-Made_Object,object-4401856-3-Verkuendung,https://hwgw.uzh.ch/artwork/object-4401856-3-Verkuendung
object,E22_Human-Made_Object,object-4406599-1-Cappella-ss-Sacramento,https://hwgw.uzh.ch/built_work/object-4406599-1-Cappella-ss-Sacramento
object,E22_Human-Made_Object,object-4409624-0-Aussenseite-der-Fluegel,https://hwgw.uzh.ch/artwork/object-4409624-0-Aussenseite-der-Fluegel
object,E22_Human-Made_Object,object-4409624-0-Jakob-Heller,https://hwgw.uzh.ch/artwork/object-4409624-0-Jakob-Heller
object,E22_Human-Made_Object,object-4409624-0-Katharina-Heller,https://hwgw.uzh.ch/artwork/object-4409624-0-Katharina-Heller
object,E22_Human-Made_Object,object-4409624-0-Mitteltafel,https://hwgw.uzh.ch/artwork/object-4409624-0-Mitteltafel
object,E22_Human-Made_Object,object-4409624-0-Petrus-Paulus,https://hwgw.uzh.ch/artwork/object-4409624-0-Petrus-Paulus
object,E22_Human-Made_Object,object-4409624-0-Zwei-Koenige,https://hwgw.uzh.ch/artwork/object-4409624-0-Zwei-Koenige
object,E22_Human-Made_Object,object-4409624-0-hl-Jakobus,https://hwgw.uzh.ch/artwork/object-4409624-0-hl-Jakobus
object,E22_Human-Made_Object,object-4409624-0-hl-Katharina,https://hwgw.uzh.ch/artwork/object-4409624-0-hl-Katharina
object,E22_Human-Made_Object,object-4409624-0-hl-Thomas-u-Christophorus,https://hwgw.uzh.ch/artwork/object-4409624-0-hl-Thomas-u-Christophorus
object,E22_Human-Made_Object,object-4429317-3-Predigt-und-Taten-Antichrist,https://hwgw.uzh.ch/artwork/object-4429317-3-Predigt-und-Taten-Antichrist
object,E22_Human-Made_Object,object-4439938-8-Grablegung-Christi,https://hwgw.uzh.ch/artwork/object-4439938-8-Grablegung-Christi
object,E22_Human-Made_Object,object-4439938-8-Kroenung-Mariae,https://hwgw.uzh.ch/artwork/object-4439938-8-Kroenung-Mariae
object,E22_Human-Made_Object,object-4439938-8-Tetzelkapelle,https://hwgw.uzh.ch/built_work/object-4439938-8-Tetzelkapelle
object,E22_Human-Made_Object,object-4439938-8-Wolfgangskapelle,https://hwgw.uzh.ch/built_work/object-4439938-8-Wolfgangskapelle
object,E22_Human-Made_Object,object-4501077-8-Chor,https://hwgw.uzh.ch/built_work/object-4501077-8-Chor
object,E22_Human-Made_Object,object-4575901-7-Adam,https://hwgw.uzh.ch/artwork/object-4575901-7-Adam
object,E22_Human-Made_Object,object-4642313-8-adam,https://hwgw.uzh.ch/artwork/object-4642313-8-adam
object,E22_Human-Made_Object,object-4642313-8-eva,https://hwgw.uzh.ch/artwork/object-4642313-8-eva
object,E22_Human-Made_Object,object-4771143-7-Rathaussaal,https://hwgw.uzh.ch/built_work/object-4771143-7-Rathaussaal
object,E22_Human-Made_Object,object-7564639-0-Cappella-s-Michele,https://hwgw.uzh.ch/built_work/object-7564639-0-Cappella-s-Michele
object,E22_Human-Made_Object,object-Abguss-nach-der-108,https://hwgw.uzh.ch/artwork/object-Abguss-nach-der-108
object,E22_Human-Made_Object,object-Altdorfer-Geburt-Mariae,https://hwgw.uzh.ch/artwork/object-Altdorfer-Geburt-Mariae
object,E22_Human-Made_Object,object-Altdorfer-etal-Ehrenpforte-Maximilian-I,https://hwgw.uzh.ch/artwork/object-Altdorfer-etal-Ehrenpforte-Maximilian-I
object,E22_Human-Made_Object,object-Altenburg-Rathaus,https://hwgw.uzh.ch/built_work/object-Altenburg-Rathaus
object,E22_Human-Made_Object,object-Altorfer-Hl-Familie-Brunnen,https://hwgw.uzh.ch/artwork/object-Altorfer-Hl-Familie-Brunnen
object,E22_Human-Made_Object,object-Altorfer-Triumphzug,https://hwgw.uzh.ch/artwork/object-Altorfer-Triumphzug
object,E22_Human-Made_Object,object-Altorfer-zwei-Satyrn,https://hwgw.uzh.ch/artwork/object-Altorfer-zwei-Satyrn
object,E22_Human-Made_Object,object-Amor-besucht-ein-85,https://hwgw.uzh.ch/artwork/object-Amor-besucht-ein-85
object,E22_Human-Made_Object,object-Apoll-125,https://hwgw.uzh.ch/artwork/object-Apoll-125
object,E22_Human-Made_Object,object-Apoll-mit-Bogen-84,https://hwgw.uzh.ch/artwork/object-Apoll-mit-Bogen-84
object,E22_Human-Made_Object,object-Apollo-und-Marsyas,https://hwgw.uzh.ch/artwork/object-Apollo-und-Marsyas
object,E22_Human-Made_Object,object-Aristeo-88,https://hwgw.uzh.ch/artwork/object-Aristeo-88
object,E22_Human-Made_Object,object-Aristeo-Florenz,https://hwgw.uzh.ch/artwork/object-Aristeo-Florenz
object,E22_Human-Made_Object,object-Assisi-Minerva-Tempel,https://hwgw.uzh.ch/built_work/object-Assisi-Minerva-Tempel
object,E22_Human-Made_Object,object-Augsburg-Fuggerkapelle-Fronleichnamsgruppe,https://hwgw.uzh.ch/artwork/object-Augsburg-Fuggerkapelle-Fronleichnamsgruppe
object,E22_Human-Made_Object,object-Augsburg-Gertrudkapelle,https://hwgw.uzh.ch/built_work/object-Augsburg-Gertrudkapelle
object,E22_Human-Made_Object,object-Augsburger-Kalender,https://hwgw.uzh.ch/artwork/object-Augsburger-Kalender
object,E22_Human-Made_Object,object-Bacchus-129,https://hwgw.uzh.ch/artwork/object-Bacchus-129
object,E22_Human-Made_Object,object-Bacchus-89,https://hwgw.uzh.ch/artwork/object-Bacchus-89
object,E22_Human-Made_Object,object-Bacchus-und-sein-53,https://hwgw.uzh.ch/artwork/object-Bacchus-und-sein-53
object,E22_Human-Made_Object,object-Backoffen-Epitaph-Uriel,https://hwgw.uzh.ch/artwork/object-Backoffen-Epitaph-Uriel
object,E22_Human-Made_Object,object-Badia-Fiorentina,https://hwgw.uzh.ch/built_work/object-Badia-Fiorentina
